2024-09-29 13:56:38 | EVE69931351 | ERROR | Service started successfully.java.lang.IndexOutOfBoundsExceptionException in thread "main" java.lang.ArrayIndexOutOfBoundsException: Index 5 out of bounds for length 5
2024-09-29 13:56:38 | EVE14841965 | DEBUG | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE29534096 | DEBUG | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE61400505 | CRITICAL | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE80514013 | CRITICAL | Unhandled exception in module.
2024-09-29 13:56:38 | EVE29994477 | DEBUG | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE81135899 | DEBUG | Data fetched from database.
2024-09-29 13:56:38 | EVE76071293 | CRITICAL | Audit trail recorded.
2024-09-29 13:56:38 | EVE91848571 | DEBUG | Connection established successfully.
2024-09-29 13:56:38 | EVE54200233 | INFO | Disk space low warning issued.
2024-09-29 13:56:38 | EVE52718189 | ERROR | Data fetched from database.
2024-09-29 13:56:38 | EVE55056209 | DEBUG | Data fetched from database.
2024-09-29 13:56:38 | EVE14764275 | WARNING | Data fetched from database.
2024-09-29 13:56:38 | EVE27342318 | DEBUG | Unhandled exception in module.
2024-09-29 13:56:38 | EVE68068214 | CRITICAL | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE39623556 | DEBUG | Audit trail recorded.
2024-09-29 13:56:38 | EVE59564344 | DEBUG | Service started successfully.
2024-09-29 13:56:38 | EVE48634092 | ERROR | Data fetched from database.
2024-09-29 13:56:38 | EVE05019347 | INFO | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE60882513 | INFO | Connection established successfully.
2024-09-29 13:56:38 | EVE91220432 | WARNING | Audit trail recorded.
2024-09-29 13:56:38 | EVE89685325 | INFO | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE69736346 | CRITICAL | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE09088952 | ERROR | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE58020810 | CRITICAL | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE66307384 | ERROR | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE67124452 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE89977752 | CRITICAL | Audit trail recorded.
2024-09-29 13:56:38 | EVE59358350 | ERROR | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE02727486 | CRITICAL | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE09685581 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE47419023 | WARNING | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE70116831 | WARNING | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE62857001 | DEBUG | Audit trail recorded.
2024-09-29 13:56:38 | EVE84221370 | DEBUG | Unhandled exception in module.
2024-09-29 13:56:38 | EVE29188277 | ERROR | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE27517041 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE75373178 | INFO | Data fetched from database.
2024-09-29 13:56:38 | EVE95477843 | WARNING | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE51657089 | WARNING | Service started successfully.
2024-09-29 13:56:38 | EVE43179442 | WARNING | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE52530928 | ERROR | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE76920663 | INFO | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE70052044 | DEBUG | Unhandled exception in module.
2024-09-29 13:56:38 | EVE85746898 | INFO | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE76846178 | WARNING | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE69217508 | DEBUG | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE56420182 | DEBUG | Unhandled exception in module.
2024-09-29 13:56:38 | EVE22766180 | WARNING | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE70375664 | ERROR | Service started successfully.
2024-09-29 13:56:38 | EVE33009285 | INFO | Service started successfully.
2024-09-29 13:56:38 | EVE33104934 | CRITICAL | Disk space low warning issued.
2024-09-29 13:56:38 | EVE33045995 | CRITICAL | Service started successfully.
2024-09-29 13:56:38 | EVE45908974 | DEBUG | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE46705474 | WARNING | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE77807855 | DEBUG | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE70877371 | INFO | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE59525354 | INFO | Unhandled exception in module.
2024-09-29 13:56:38 | EVE03629216 | ERROR | Audit trail recorded.
2024-09-29 13:56:38 | EVE45849219 | ERROR | Disk space low warning issued.
2024-09-29 13:56:38 | EVE96224724 | ERROR | Service started successfully.
2024-09-29 13:56:38 | EVE24837901 | WARNING | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE11736677 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE30932079 | DEBUG | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE52339842 | INFO | Connection established successfully.
2024-09-29 13:56:38 | EVE36455298 | DEBUG | Unhandled exception in module.
2024-09-29 13:56:38 | EVE83278015 | INFO | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE07059538 | INFO | Connection established successfully.
2024-09-29 13:56:38 | EVE31343236 | DEBUG | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE06333831 | ERROR | Service started successfully.
2024-09-29 13:56:38 | EVE01990902 | ERROR | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE56378933 | CRITICAL | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE57320250 | CRITICAL | Audit trail recorded.
2024-09-29 13:56:38 | EVE61719093 | WARNING | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE49912906 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE48106591 | ERROR | Connection established successfully.
2024-09-29 13:56:38 | EVE36077815 | ERROR | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE71735959 | WARNING | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE94464070 | DEBUG | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE43429460 | WARNING | Service started successfully.
2024-09-29 13:56:38 | EVE27072401 | ERROR | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE75356446 | INFO | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE33202924 | CRITICAL | Connection established successfully.
2024-09-29 13:56:38 | EVE48517243 | DEBUG | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE27912575 | DEBUG | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE80688820 | DEBUG | Service started successfully.
2024-09-29 13:56:38 | EVE18067665 | CRITICAL | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE61614504 | INFO | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE45313527 | ERROR | Audit trail recorded.
2024-09-29 13:56:38 | EVE85115675 | ERROR | Audit trail recorded.
2024-09-29 13:56:38 | EVE61164351 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE44658681 | WARNING | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE19676340 | CRITICAL | Unhandled exception in module.
2024-09-29 13:56:38 | EVE33257838 | INFO | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE07777917 | ERROR | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE34779773 | INFO | Data fetched from database.
2024-09-29 13:56:38 | EVE80884462 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE47638168 | DEBUG | Unhandled exception in module.
2024-09-29 13:56:38 | EVE68654184 | DEBUG | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE48635941 | WARNING | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE00060354 | ERROR | Disk space low warning issued.
2024-09-29 13:56:38 | EVE36298772 | WARNING | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE69232337 | CRITICAL | Unhandled exception in module.
2024-09-29 13:56:38 | EVE89317306 | DEBUG | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE72800833 | DEBUG | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE29438829 | WARNING | Unhandled exception in module.
2024-09-29 13:56:38 | EVE18810773 | WARNING | Unhandled exception in module.
2024-09-29 13:56:38 | EVE82714375 | INFO | Audit trail recorded.
2024-09-29 13:56:38 | EVE60670222 | CRITICAL | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE61408767 | DEBUG | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE05777719 | CRITICAL | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE91601485 | CRITICAL | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE60169654 | WARNING | Disk space low warning issued.
2024-09-29 13:56:38 | EVE61966150 | WARNING | Disk space low warning issued.
2024-09-29 13:56:38 | EVE28553317 | DEBUG | Data fetched from database.
2024-09-29 13:56:38 | EVE31009086 | WARNING | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE67684529 | CRITICAL | Connection established successfully.
2024-09-29 13:56:38 | EVE31502414 | ERROR | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE30385572 | DEBUG | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE38731774 | WARNING | Audit trail recorded.
2024-09-29 13:56:38 | EVE24575516 | DEBUG | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE01687007 | INFO | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE48493393 | CRITICAL | Connection established successfully.
2024-09-29 13:56:38 | EVE64793580 | WARNING | Disk space low warning issued.
2024-09-29 13:56:38 | EVE91822199 | CRITICAL | Unhandled exception in module.
2024-09-29 13:56:38 | EVE91088477 | ERROR | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE76398380 | CRITICAL | Data fetched from database.
2024-09-29 13:56:38 | EVE97964328 | DEBUG | Audit trail recorded.
2024-09-29 13:56:38 | EVE58304308 | INFO | Unhandled exception in module.
2024-09-29 13:56:38 | EVE13225402 | ERROR | Unhandled exception in module.
2024-09-29 13:56:38 | EVE85586182 | DEBUG | Audit trail recorded.
2024-09-29 13:56:38 | EVE02527950 | DEBUG | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE72099529 | INFO | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE27794116 | WARNING | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE35115707 | INFO | Data fetched from database.
2024-09-29 13:56:38 | EVE15176829 | ERROR | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE62430858 | DEBUG | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE12175583 | CRITICAL | Audit trail recorded.
2024-09-29 13:56:38 | EVE65443888 | INFO | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE57389298 | CRITICAL | Connection established successfully.
2024-09-29 13:56:38 | EVE28148498 | DEBUG | Audit trail recorded.
2024-09-29 13:56:38 | EVE40100497 | DEBUG | Service started successfully.
2024-09-29 13:56:38 | EVE61629120 | DEBUG | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE81150420 | CRITICAL | Audit trail recorded.
2024-09-29 13:56:38 | EVE83081539 | DEBUG | Data fetched from database.
2024-09-29 13:56:38 | EVE71380186 | CRITICAL | Unhandled exception in module.
2024-09-29 13:56:38 | EVE38331017 | WARNING | Connection established successfully.
2024-09-29 13:56:38 | EVE65069472 | CRITICAL | Audit trail recorded.
2024-09-29 13:56:38 | EVE72112554 | INFO | Service started successfully.
2024-09-29 13:56:38 | EVE43286994 | DEBUG | Service started successfully.
2024-09-29 13:56:38 | EVE48797838 | WARNING | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE85097578 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE72364280 | CRITICAL | Audit trail recorded.
2024-09-29 13:56:38 | EVE11013638 | WARNING | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE83249309 | CRITICAL | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE54323604 | ERROR | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE97695612 | WARNING | Disk space low warning issued.
2024-09-29 13:56:38 | EVE10875256 | CRITICAL | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE89608564 | ERROR | Disk space low warning issued.
2024-09-29 13:56:38 | EVE03580220 | WARNING | Data fetched from database.
2024-09-29 13:56:38 | EVE22540170 | WARNING | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE35819329 | DEBUG | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE31614637 | CRITICAL | Unhandled exception in module.
2024-09-29 13:56:38 | EVE58878530 | DEBUG | Service started successfully.
2024-09-29 13:56:38 | EVE38715131 | INFO | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE61907693 | CRITICAL | Audit trail recorded.
2024-09-29 13:56:38 | EVE94063000 | DEBUG | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE16796770 | DEBUG | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE98733799 | DEBUG | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE84032952 | ERROR | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE21855622 | WARNING | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE35476569 | INFO | Service started successfully.
2024-09-29 13:56:38 | EVE75407962 | INFO | Disk space low warning issued.
2024-09-29 13:56:38 | EVE15552440 | ERROR | Service started successfully.
2024-09-29 13:56:38 | EVE84270725 | DEBUG | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE36877226 | INFO | Unhandled exception in module.
2024-09-29 13:56:38 | EVE37559441 | WARNING | Disk space low warning issued.
2024-09-29 13:56:38 | EVE18176732 | ERROR | Unhandled exception in module.
2024-09-29 13:56:38 | EVE80428485 | INFO | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE15012263 | INFO | Invalid user credentials provided.
2024-09-29 13:56:38 | EVE53074633 | INFO | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE36191323 | DEBUG | Service started successfully.
2024-09-29 13:56:38 | EVE20470355 | INFO | Disk space low warning issued.
2024-09-29 13:56:38 | EVE87467672 | CRITICAL | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE69283177 | INFO | Audit trail recorded.
2024-09-29 13:56:38 | EVE54141803 | WARNING | Unhandled exception in module.
2024-09-29 13:56:38 | EVE09842681 | ERROR | Connection established successfully.
2024-09-29 13:56:38 | EVE53354735 | INFO | Audit trail recorded.
2024-09-29 13:56:38 | EVE67045662 | WARNING | Connection established successfully.
2024-09-29 13:56:38 | EVE31387739 | WARNING | Connection established successfully.
2024-09-29 13:56:38 | EVE52130222 | CRITICAL | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE66971815 | ERROR | File not found: /var/log/sample.log.
2024-09-29 13:56:38 | EVE95734216 | WARNING | Unhandled exception in module.
2024-09-29 13:56:38 | EVE84556751 | WARNING | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE22807085 | WARNING | Unhandled exception in module.
2024-09-29 13:56:38 | EVE88965919 | CRITICAL | Connection established successfully.
2024-09-29 13:56:38 | EVE04637703 | CRITICAL | Timeout occurred while fetching data.
2024-09-29 13:56:38 | EVE07882946 | ERROR | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE52795807 | INFO | An exception occurred while processing the request.
2024-09-29 13:56:38 | EVE23038022 | CRITICAL | Configuration loaded from environment variables.
2024-09-29 13:56:38 | EVE98609116 | DEBUG | Connection established successfully.
2024-09-29 13:56:38 | EVE52026082 | WARNING | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE30579699 | INFO | Validation error: Invalid EVE ID format.
2024-09-29 13:56:38 | EVE82616473 | WARNING | An exception occurred while processing the request.
